0	0	0	0	0	0	0	0	0	0
0.0196674	2.44129	0.014641	0.014641	0.248897	0.248897	0.221773	0.221773	0.170625	0.586872
0.0146405	2.62842	0.00858281	0.00858281	0.145908	0.145908	0.136307	0.136307	0.145908	0.501858
-0.0254685	-2.81981	0.00480848	0.0182395	0.0817441	0.0721271	0.0786739	0.0697493	0.027248	0.093721
-0.023345	-2.80791	0.00498977	0.0162669	0.0848261	0.0748465	0.081523	0.072288	0.0282754	0.0972546
0.030337	3.97982	6.91343e-05	0.000440854	0.00117528	0.00117528	0.00117463	0.00117463	0.00117528	0.00404245
0.0217407	4.23832	2.25889e-05	2.25889e-05	0.000384011	0.000384011	0.000383942	0.000383942	0.000384011	0.00132083
0.0722518	7.16095	8.20261e-13	1.90052e-06	1.39444e-11	1.39444e-11	1.39444e-11	1.39444e-11	1.39444e-11	4.79626e-11
0.0381037	7.27897	3.44915e-13	3.63069e-07	5.86355e-12	5.86355e-12	5.86353e-12	5.86353e-12	5.86355e-12	2.0168e-11
0.060097	6.91624	4.73383e-12	2.31018e-10	8.04751e-11	8.04751e-11	8.04751e-11	8.04751e-11	8.04751e-11	2.76798e-10
0.0320007	7.18025	7.1256e-13	1.03584e-09	1.21135e-11	1.21135e-11	1.21135e-11	1.21135e-11	1.21135e-11	4.16651e-11
0.03664	4.85913	1.1852e-06	0.00482185	2.01485e-05	2.01485e-05	2.01483e-05	2.01483e-05	2.01485e-05	6.93017e-05
0.0357382	4.83483	1.33943e-06	0.00361427	2.27703e-05	2.27703e-05	2.27701e-05	2.27701e-05	2.27703e-05	7.83196e-05
0.0213717	2.38022	0.0173089	0.107296	0.294251	0.276942	0.256828	0.243738	0.147125	0.506046
0.0155603	1.71867	0.0856854	0.109863	1	1	0.781915	0.714675	0.364163	1
0.00101959	0.119809	0.904635	0.904635	1	1	1	0.999844	0.969605	1
0.00723279	0.858069	0.390861	0.499499	1	1	0.999781	0.992201	0.738294	1
0.0215252	2.29331	0.0218373	0.0218373	0.371234	0.349397	0.312949	0.297611	0.185617	0.638439
0.0455012	4.89859	9.70465e-07	0.000815302	1.64979e-05	1.64979e-05	1.64978e-05	1.64978e-05	1.64979e-05	5.67454e-05
0.0205598	2.11053	0.0348208	0.0348208	0.591954	0.557133	0.452562	0.432812	0.212357	0.730414
0.04778	4.99597	5.88795e-07	0.00312778	1.00095e-05	1.00095e-05	1.00095e-05	1.00095e-05	1.00095e-05	3.44283e-05
-0.0066935	-0.657117	0.511111	0.511111	1	1	0.999995	0.999044	0.819205	1
0.0114014	1.10263	0.270198	0.271901	1	1	0.995274	0.987842	0.761106	1
0.0524182	5.43263	5.59754e-08	5.92771e-07	9.51582e-07	9.51582e-07	9.51582e-07	9.51582e-07	9.51582e-07	3.27302e-06
0.0342506	3.55627	0.00037675	0.00037675	0.00640475	0.00640475	0.00638548	0.00638548	0.00640475	0.0220295
0.0279298	3.38573	0.000710832	0.00994498	0.0120842	0.0120842	0.0120157	0.0120157	0.0120842	0.0415641
0.00301667	0.40011	0.689078	0.727227	1	1	1	0.998816	0.899499	1
