0	0	0	0	0	0	0	0	0	0
0.00126104	0.0587975	0.953114	0.953114	1	1	1	0.99988	0.955276	1
0.00367292	0.247698	0.80437	0.80437	1	1	1	0.999847	0.976735	1
0.0107894	0.447885	0.654239	0.707667	1	1	1	0.99903	0.866394	1
0.0104572	0.471571	0.637236	0.686526	1	1	1	0.999171	0.873089	1
0.00470042	0.231464	0.816956	0.838026	1	1	1	0.999795	0.927823	1
0.00642815	0.470305	0.638141	0.638141	1	1	1	0.999721	0.986217	1
-0.0145756	-0.541001	0.588511	0.718808	1	1	1	0.988202	0.769591	1
-0.00677959	-0.48486	0.627779	0.734588	1	1	1	0.992855	0.820941	1
-0.00453426	-0.195519	0.844988	0.857718	1	1	1	0.999435	0.912094	1
-0.00028613	-0.024038	0.980822	0.98369	1	1	1	0.999808	0.999744	1
0.0233074	1.1616	0.245407	0.50034	1	1	0.991661	0.919795	0.417192	1
0.020611	1.04671	0.29524	0.528615	1	1	0.99739	0.93914	0.501907	1
0.0267799	1.11915	0.263083	0.448897	1	1	0.994427	0.965198	0.601213	1
0.0126032	0.522005	0.60167	0.627242	1	1	1	0.999366	0.880171	1
-0.0159172	-0.700183	0.483818	0.483818	1	1	0.999987	0.998657	0.938277	1
-0.02195	-0.978384	0.327892	0.441322	1	1	0.998835	0.991503	0.738294	1
-0.0124903	-0.497976	0.618504	0.618504	1	1	1	0.99844	0.727666	1
0.00880751	0.353493	0.723721	0.809077	1	1	1	0.998333	0.820217	1
0.00727084	0.279976	0.779497	0.779497	1	1	1	0.999934	0.932667	1
0.0259385	1.01549	0.309879	0.548011	1	1	0.998173	0.928163	0.478903	1
-0.0270388	-0.993524	0.320462	0.320462	1	1	0.998595	0.990305	0.819205	1
-0.0187501	-0.67769	0.497973	0.499499	1	1	0.999992	0.998719	0.88163	1
0.0413506	1.60551	0.108392	0.139918	1	1	0.85778	0.774958	0.368532	1
-0.0283666	-1.10272	0.270156	0.270156	1	1	0.995269	0.97346	0.656094	1
0.0365089	1.66068	0.0967881	0.206065	1	1	0.822816	0.733765	0.329079	1
0.0336706	1.67772	0.0934122	0.143574	1	1	0.811215	0.791763	0.523159	1
0.0248204	1.24472	0.213243	0.213243	1	1	0.983045	0.955749	0.725027	1
-0.00192403	-0.0931318	0.925799	0.951023	1	1	1	0.999306	0.925799	1
0.0137569	0.660101	0.509194	0.598585	1	1	0.999994	0.993139	0.720955	1
0.00714552	0.289605	0.77212	0.77212	1	1	1	0.999968	0.887629	1
0.0203093	0.814558	0.415331	0.415331	1	1	0.999891	0.998943	0.909115	1
-0.0182311	-0.741656	0.458301	0.495698	1	1	0.99997	0.998821	0.826454	1
0.00630082	0.257808	0.796557	0.796557	1	1	1	0.999424	0.967248	1
-0.00249228	-0.0906738	0.927752	0.949099	1	1	1	0.999905	0.936584	1
-0.0378865	-1.37887	0.167944	0.167944	1	1	0.956087	0.936571	0.951681	1
0.0335752	1.24332	0.21376	0.341162	1	1	0.983234	0.956125	0.637024	1
-0.0144603	-0.529065	0.596764	0.596764	1	1	1	0.999301	0.931599	1
0.00918631	0.399199	0.689749	0.705735	1	1	1	0.999848	0.974107	1
0.0321073	1.37233	0.169969	0.289377	1	1	0.957869	0.949242	0.616973	1
-0.0200817	-0.85412	0.393045	0.393045	1	1	0.999794	0.995882	0.849281	1
-0.0362811	-1.53408	0.12502	0.12502	1	1	0.896731	0.823811	0.425067	1
0.0178805	0.688118	0.491383	0.527423	1	1	0.99999	0.997493	0.835351	1
0.0236803	0.90688	0.364477	0.386965	1	1	0.99955	0.995389	0.799385	1
0.0149397	0.580827	0.561361	0.609936	1	1	0.999999	0.99863	0.954313	1
0.0112411	0.448959	0.653464	0.653464	1	1	1	0.999881	0.912808	1
0.00492445	0.194409	0.845857	0.845857	1	1	1	0.999991	0.988689	1
0.00966369	0.371587	0.710203	0.713753	1	1	1	0.998139	0.892294	1
0.0207631	0.860049	0.389768	0.389768	1	1	0.999774	0.997334	0.924912	1
-0.00297559	-0.121521	0.903279	0.903279	1	1	1	0.999886	0.941947	1
0.0287899	1.05699	0.290526	0.467598	1	1	0.997076	0.977088	0.615417	1
-0.0197341	-0.768986	0.441907	0.441907	1	1	0.999951	0.99916	0.986543	1
-0.0181372	-0.68198	0.495256	0.662206	1	1	0.999991	0.983464	0.680511	1
-0.00318076	-0.119382	0.904974	0.908453	1	1	1	0.998452	0.904974	1
-0.0197383	-0.784302	0.432869	0.496649	1	1	0.999935	0.997058	0.697942	1
0.000136458	0.0053935	0.995697	0.995697	1	1	1	0.999997	0.995697	1
0.0101305	0.384942	0.700283	0.711829	1	1	1	0.999351	0.850344	1
0.0331604	1.30441	0.192105	0.279226	1	1	0.973391	0.937538	0.576265	1
0.00695585	0.283858	0.776521	0.798003	1	1	1	0.999776	0.98207	1
0.0104173	0.41807	0.675898	0.718036	1	1	1	0.998054	0.820734	1
-0.0207331	-0.768287	0.442322	0.506172	1	1	0.999951	0.994149	0.731808	1
-0.011766	-0.433832	0.664413	0.716166	1	1	1	0.996056	0.868848	1
-0.00309895	-0.115561	0.908001	0.908001	1	1	1	0.999806	0.964751	1
0.0231748	0.852317	0.394045	0.527681	1	1	0.9998	0.984563	0.616468	1
0.0652711	2.46845	0.013575	0.013575	0.230775	0.230775	0.207336	0.207336	0.207647	0.714213
-0.0208099	-0.777755	0.436719	0.620196	1	1	0.999942	0.968059	0.618686	1
0.0453899	1.67256	0.0944231	0.0944231	1	1	0.814762	0.750567	0.401298	1
-0.0153308	-0.575975	0.564636	0.564636	1	1	0.999999	0.999438	0.928112	1
-0.0117779	-0.487141	0.626162	0.766326	1	1	1	0.999604	0.906941	1
0.00415088	0.172792	0.862816	0.885639	1	1	1	0.999646	0.961089	1
-0.0223137	-0.864403	0.387373	0.486517	1	1	0.999759	0.993039	0.758516	1
-0.0158034	-0.647856	0.517082	0.517082	1	1	0.999996	0.999839	0.996035	1
-0.0177255	-0.67381	0.500437	0.500437	1	1	0.999992	0.998482	0.82549	1
-0.00505334	-0.194772	0.845573	0.845573	1	1	1	0.99939	0.920484	1
-0.00370496	-0.141051	0.887831	0.887831	1	1	1	0.999858	0.94332	1
0.00604691	0.22836	0.819368	0.819368	1	1	1	0.999996	0.870011	1
0.0125005	0.46981	0.638494	0.709181	1	1	1	0.999639	0.914375	1
-0.0102832	-0.384916	0.700302	0.700302	1	1	1	0.999992	0.901914	1
-0.000534518	-0.0256723	0.979519	0.979519	1	1	1	0.999963	0.979519	1
0.0034106	0.162038	0.871277	0.871277	1	1	1	0.999965	0.938432	1
-0.0252438	-1.08007	0.280119	0.280119	1	1	0.996255	0.98063	0.793672	1
-0.0374707	-1.5628	0.118109	0.118109	1	1	0.881954	0.82789	0.501964	1
-0.00515987	-0.201325	0.840445	0.840445	1	1	1	0.999903	0.867174	1
0.00716292	0.278551	0.780591	0.780591	1	1	1	0.999954	0.999248	1
0.0135758	0.655157	0.512372	0.512372	1	1	0.999995	0.99924	0.977677	1
0.00369937	0.177407	0.85919	0.85919	1	1	1	0.999552	0.85919	1
-0.013872	-0.6323	0.527195	0.527195	1	1	0.999997	0.998819	0.966407	1
