0	0	0	0	0	0	0	0	0	0
0.00304518	0.526394	0.598618	0.598618	1	1	1	0.999843	0.955276	1
0.00250739	0.626968	0.530684	0.530684	1	1	0.999997	0.998895	0.976735	1
-0.00569946	-0.877619	0.380157	0.462472	1	1	0.999706	0.991628	0.793208	1
-0.0052239	-0.873854	0.382204	0.454551	1	1	0.999722	0.991901	0.812184	1
0.00468517	0.855156	0.392471	0.450108	1	1	0.999791	0.997293	0.839619	1
0.0034882	0.946043	0.344134	0.344134	1	1	0.999231	0.993664	0.910238	1
0.00704464	0.970555	0.331777	0.518325	1	1	0.998944	0.971635	0.564021	1
0.00360966	0.95823	0.337954	0.502845	1	1	0.999098	0.976462	0.528184	1
0.00723081	1.15698	0.24729	0.28875	1	1	0.992008	0.959028	0.600562	1
0.00364627	1.13665	0.255695	0.333714	1	1	0.993397	0.961162	0.620974	1
0.00889953	1.64326	0.100339	0.340386	1	1	0.834293	0.718845	0.284294	0.977844
0.00853226	1.60577	0.108335	0.333714	1	1	0.857626	0.72457	0.263099	0.904941
-0.00643563	-0.997995	0.318289	0.499499	1	1	0.998517	0.976698	0.601213	1
-0.000815286	-0.125327	0.900265	0.907185	1	1	1	0.999366	0.929423	1
0.00967971	1.57895	0.114357	0.114357	1	1	0.873118	0.817348	0.486015	1
0.000494169	0.0817278	0.934864	0.948717	1	1	1	0.999861	0.946763	1
-0.00482009	-0.712727	0.47602	0.47602	1	1	0.999983	0.99844	0.727666	1
0.00186097	0.277076	0.781723	0.849791	1	1	1	0.998333	0.830581	1
0.00377964	0.539122	0.589806	0.589806	1	1	1	0.999671	0.932667	1
0.00941951	1.3671	0.171604	0.418665	1	1	0.959258	0.895563	0.439657	1
0.00257034	0.350398	0.726042	0.726042	1	1	1	0.999044	0.822848	1
-0.00206023	-0.27633	0.782296	0.783049	1	1	1	0.999894	0.952232	1
0.0124939	1.79739	0.0722827	0.0984318	1	1	0.720703	0.675485	0.368532	1
0.0133324	1.92123	0.0547118	0.0547118	0.930101	0.820677	0.61577	0.570005	0.310034	1
0.0104706	1.76531	0.0775206	0.178907	1	1	0.746333	0.676858	0.329079	1
-0.0014419	-0.266458	0.789888	0.816306	1	1	1	0.998816	0.899499	1
0.00291228	0.541553	0.58813	0.58813	1	1	1	0.999342	0.914329	1
